Activity Master: Activity Master Number,Zone,Activity Code,Activity Name,Activity Name (Arabic),Status,Minimum Share Capital,License Type,Is Not Allowed for Coworking(ESR),Is Special,Activity Price,Activity Group,Description,Qualification Requirement,Documents Required
AM-09270,Freezone,RAKEZ9001024,Document Management,????? ??????? ??????????,Active,,Services,0,Standard,,Outsourcing,Providing physical storage facilities to third parties for document management purposes,,
AM-06492,Freezone,749906,Documents Clearing Services,????? ?????? ?????????,Active,,Services,0,Standard,,Services,"Includes firms which undertake submitting and personal documents belonged to others to government and non-government bodies and follow up until finalization, these firms are neither allowed to involve in the transactions of the medical fitness examination, nor to conduct the services of the centers that process the transactions of the Government.",,
AM-09238,Freezone,8219004,Documents Saving Services,????? ??? ??????? ??????????,Active,,Services,0,Standard,,Destruction and archiving of documents,"Includes firms which provide, against remunerations, services to other parties regarding keeping and storing their documents in proper places. These documents may take the form of papers, electronic or mechanical or in recordings. Firms which practice their own storing are not included.",,
AM-03631,Freezone,513924,Domestic Kitchen & Fixture Trading,????? ??????? ????????,Active,,Commercial,0,Standard,,Furnitures trading,Includes reselling household wooden or aluminium kitchens and fixtures tailored to the size of the kitchen and customers' specifications.,,
AM-03633,Freezone,514331,"Doors, Windows & Other Plastic Building Products Trading",????? ??????? ??????????? ???????,Active,,Commercial,0,Standard,,Building materials trading,"Includes reselling plastic or fiberglass products and requisites for building and construction projects such as, doors, windows, cladding sheets, partitions, plastic decorations, mesh for fly, dust and sun rays screening and trapping, manhole cover, water tanks, and similar products made of plastic or semi-plastic materials.",,
AM-01798,Freezone,5122-29,Dried Vegetables & Fruit Trading,????? ?????? ???????? ???????,Active,,Commercial,0,Standard,,Foodstuff trading,"Includes reselling vegetables and fruit dried through sun, or through dryers or dehydrators, such as figs, pineapple, peaches, apricots.",,For Warehouse & Land: RAK Municipality- Public Health Department
AM-05602,Freezone,742143,"Drilling, Stock & Production Engineering Consultancy",????? ????? ???????? ????????,Active,,Services,0,Standard,,Consultancy -C- Petrol and Water,"Includes providing services and consultancies related to designing and implementing procedures to drill wells as safely and economically as possible, also, the production engineering which focuses on designing and selecting equipment to extract and treat oil and gas well fluids.",Certified_Academic_Degree,
AM-06575,Freezone,513953,Drug Store,?????? ?????,Active,,Commercial,1,Standard,,Medicines trading,,,"Business Plan to be Reviewed and Approved by Sales Director, Ministry of Health & Prevention, Department of Civil Defence, General Resources Authority-CCTV. Guidelines on how to obtain the required NOC from MOHAP to conduct such business: 1. Facility must be Warehouse/Land 2. International & local Marketing Authorization holders are allowed to operate within the UAE and register themselves as scientific offices with MOHAP. 3. All scientific offices are allowed to apply for registration, manage all their post marketing surveillance in the country, appoint local agents & issue invoices with the required authorization from the principal company. 4. A principal company/ Marketing Authorization Holder is recognized by MOHAP through the registration of their products. The registration certificate of any medical product/drug marketed within the UAE specifies the Marketing Authorization Holder, the Manufacturer & the local agent. 5. Scientific Offices are also eligible to request for a logistic storage hub, i.e. apply for a Good Storage Practice (GSP) certificate for logistic stores . 6. if the applicants for medical trading activity do represent the MAH (marketing authorization holder) of related medical product as distributors with relevant official agreements, GSP certificate from MOHAP can be issued after inspection and fulfilling the requirements accurately. Accordingly, they can practice such activities, otherwise, they are not eligible. 'Mandatory RAKEZ Visa within 6 months of the License Issuance""."
AM-04122,Freezone,513948,Dry Batteries Trading,????? ????????? ??????,Active,,Commercial,0,Standard,,Separate trading activities,"includes reselling the device consisting of one or more electrochemical cells that convert stored chemical energy into electrical energy, it involves the primary type which is used once and discharges, and the secondary type which is designed to be recharged and used multiple times",,
AM-04124,Freezone,519014,Dry Ice Trading,????? ????? ?????,Active,,Commercial,0,Standard,,Separate trading activities,"Includes reselling dry ice which is a solid carbon dioxide at a very low temperature, it's characterized by having several times the cooling capacity of the normal ice, it's used in food and beverage preservation, transport refrigeration, meat processing, equipment blast cleaning, cattle branding, fumigation, fog creation...etc.",,
AM-06797,Freezone,100057,Dubbing/subtitling,???????/??????? ????????,Active,,Media,0,Standard,,"Production (Film, TV & Radio)",Dubbing/subtitling,,Media Brief Form
AM-09377,Freezone,8292015,E-commerce Packaging Design,????? ??????? ??????? ???????????,Active,,Services,0,Standard,,Packing services,"Designing packaging solutions that enhance the visual appeal, branding, and sustainability of e-commerce products",,
AM-09373,Freezone,7020022,E-commerce Supply Chain Consulting,???????? ????? ??????? ??????? ???????????,Active,,Services,0,Standard,,"Consultancy -D- management, information and marketing","Integrating AI into HR processes for talent acquisition, employee engagement, performance management, and workforce analytics.",,
AM-09275,Freezone,4791018,E-Commerce Through Websites,???????? ??????????? ?? ???? ??????? ???????????,Active,,E-Commerce,0,Standard,,E-Commerce,Includes businesses that wish to have an e-commerce website for their existing commercial license,,
AM-09231,Freezone,7020002,Economical Feasibility Consultancy and Studies,???????? ??????? ?????? ??????????,Active,,Services,0,Standard,,Management consultancy,"Includes firms which prepare technical and economic feasibility studies on the new projects to determine the profitability of these projects over a period of operation, such firms are not allowed to conduct field surveys and questionnaire before getting approval from the competent authority.",,
AM-01800,Freezone,5510-13,Economy Hotel,???? ???????,Active,,Services,0,Standard,,Tourism Activites,Includes hotels that offer a very limited amount of on-site amenities and often only offer basic accommodations with little to no services.,,Tourism Development Authority
AM-05606,Freezone,722905,Education & Training Computer Software,????? ??? ?????? ????? ????????? ??????????,Active,,Services,0,Standard,,"Consultancy -D- management, information and marketing","Includes providing computer systems analysis and software design to the facilities involved in education and training process, it involves analyzing the user's needs and problems and offering consultancy on the best economical solution and the programs necessary for realizing such a solution, also, the software installation, testing and operation.",,
AM-04126,Freezone,513905,Educational Aids Trading,????? ??????? ???????? ?????????,Active,,Commercial,0,Standard,,Stationary and books trading,"Includes reselling drawings, specimens, maps, samples, as well motion pictures and T.V. documentaries and slides usually used as educational and demonstratives.",,
